INFO  | 12/06/2019 10:50:42 PM | File run_exp.py           | Line 26    | Writing log file to exp/GRAN/GRANMixtureBernoulli_DD_2019-Dec-06-22-50-42_39946/log_exp_39946.txt
INFO  | 12/06/2019 10:50:42 PM | File run_exp.py           | Line 27    | Exp instance id = 39946
INFO  | 12/06/2019 10:50:42 PM | File run_exp.py           | Line 28    | Exp comment = None
INFO  | 12/06/2019 10:50:42 PM | File run_exp.py           | Line 29    | Config =
INFO  | 12/06/2019 10:51:01 PM | File gran_runner.py       | Line 124   | Train/val/test = 734/183/184
INFO  | 12/06/2019 10:51:03 PM | File gran_runner.py       | Line 137   | No Edges vs. Edges in training set = 124.02113340808721
INFO  | 12/06/2019 10:51:09 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0001 iteration 00000001 = 0.629812479019165
INFO  | 12/06/2019 10:51:13 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0001 iteration 00000010 = 0.1882333904504776
INFO  | 12/06/2019 10:51:18 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0001 iteration 00000020 = 0.0958271324634552
INFO  | 12/06/2019 10:51:23 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0001 iteration 00000030 = 0.10205002874135971
INFO  | 12/06/2019 10:51:28 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0001 iteration 00000040 = 0.06554213166236877
INFO  | 12/06/2019 10:51:34 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0002 iteration 00000050 = 0.09694302827119827
INFO  | 12/06/2019 10:51:39 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0002 iteration 00000060 = 0.09143596887588501
INFO  | 12/06/2019 10:51:44 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0002 iteration 00000070 = 0.08359453827142715
INFO  | 12/06/2019 10:51:49 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0002 iteration 00000080 = 0.09255170077085495
INFO  | 12/06/2019 10:51:55 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0002 iteration 00000090 = 0.08168025314807892
INFO  | 12/06/2019 10:52:01 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0003 iteration 00000100 = 0.09432428330183029
INFO  | 12/06/2019 10:52:06 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0003 iteration 00000110 = 0.08989548683166504
INFO  | 12/06/2019 10:52:11 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0003 iteration 00000120 = 0.09766780585050583
INFO  | 12/06/2019 10:52:16 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0003 iteration 00000130 = 0.10366346687078476
INFO  | 12/06/2019 10:52:22 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0004 iteration 00000140 = 0.09350452572107315
INFO  | 12/06/2019 10:52:27 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0004 iteration 00000150 = 0.10791588574647903
INFO  | 12/06/2019 10:52:32 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0004 iteration 00000160 = 0.07989030331373215
INFO  | 12/06/2019 10:52:36 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0004 iteration 00000170 = 0.10461306571960449
INFO  | 12/06/2019 10:52:42 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0004 iteration 00000180 = 0.07603240013122559
INFO  | 12/06/2019 10:52:48 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0005 iteration 00000190 = 0.08310985565185547
INFO  | 12/06/2019 10:52:53 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0005 iteration 00000200 = 0.10218313336372375
INFO  | 12/06/2019 10:52:58 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0005 iteration 00000210 = 0.07318837195634842
INFO  | 12/06/2019 10:53:03 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0005 iteration 00000220 = 0.0835140123963356
INFO  | 12/06/2019 10:53:08 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0005 iteration 00000230 = 0.07266636192798615
INFO  | 12/06/2019 10:53:15 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0006 iteration 00000240 = 0.06473210453987122
INFO  | 12/06/2019 10:53:19 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0006 iteration 00000250 = 0.09326767176389694
INFO  | 12/06/2019 10:53:24 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0006 iteration 00000260 = 0.09762683510780334
INFO  | 12/06/2019 10:53:29 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0006 iteration 00000270 = 0.07944067567586899
INFO  | 12/06/2019 10:53:36 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0007 iteration 00000280 = 0.0751696303486824
INFO  | 12/06/2019 10:53:41 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0007 iteration 00000290 = 0.07649525254964828
INFO  | 12/06/2019 10:53:46 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0007 iteration 00000300 = 0.07574159651994705
INFO  | 12/06/2019 10:53:51 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0007 iteration 00000310 = 0.08558814972639084
INFO  | 12/06/2019 10:53:56 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0007 iteration 00000320 = 0.08997092396020889
INFO  | 12/06/2019 10:54:02 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0008 iteration 00000330 = 0.08406957238912582
INFO  | 12/06/2019 10:54:07 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0008 iteration 00000340 = 0.08197935670614243
INFO  | 12/06/2019 10:54:12 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0008 iteration 00000350 = 0.08161352574825287
INFO  | 12/06/2019 10:54:16 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0008 iteration 00000360 = 0.09066542237997055
INFO  | 12/06/2019 10:54:23 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0009 iteration 00000370 = 0.08603744953870773
INFO  | 12/06/2019 10:54:28 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0009 iteration 00000380 = 0.08379237353801727
INFO  | 12/06/2019 10:54:33 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0009 iteration 00000390 = 0.0772377997636795
INFO  | 12/06/2019 10:54:38 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0009 iteration 00000400 = 0.07040293514728546
INFO  | 12/06/2019 10:54:43 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0009 iteration 00000410 = 0.09103164076805115
INFO  | 12/06/2019 10:54:49 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0010 iteration 00000420 = 0.09596948325634003
INFO  | 12/06/2019 10:54:54 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0010 iteration 00000430 = 0.06795592606067657
INFO  | 12/06/2019 10:54:59 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0010 iteration 00000440 = 0.08543045818805695
INFO  | 12/06/2019 10:55:04 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0010 iteration 00000450 = 0.10293830186128616
INFO  | 12/06/2019 10:55:09 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0010 iteration 00000460 = 0.08509700000286102
INFO  | 12/06/2019 10:55:16 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0011 iteration 00000470 = 0.09483709931373596
INFO  | 12/06/2019 10:55:21 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0011 iteration 00000480 = 0.09452097862958908
INFO  | 12/06/2019 10:55:25 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0011 iteration 00000490 = 0.08188404142856598
INFO  | 12/06/2019 10:55:30 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0011 iteration 00000500 = 0.0927794873714447
INFO  | 12/06/2019 10:55:36 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0012 iteration 00000510 = 0.08044515550136566
INFO  | 12/06/2019 10:55:41 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0012 iteration 00000520 = 0.0864705964922905
INFO  | 12/06/2019 10:55:47 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0012 iteration 00000530 = 0.09839903563261032
INFO  | 12/06/2019 10:55:51 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0012 iteration 00000540 = 0.0886383056640625
INFO  | 12/06/2019 10:55:57 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0012 iteration 00000550 = 0.08004109561443329
INFO  | 12/06/2019 10:56:03 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0013 iteration 00000560 = 0.08136338740587234
INFO  | 12/06/2019 10:56:08 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0013 iteration 00000570 = 0.08323026448488235
INFO  | 12/06/2019 10:56:13 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0013 iteration 00000580 = 0.06906081736087799
INFO  | 12/06/2019 10:56:18 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0013 iteration 00000590 = 0.07584935426712036
INFO  | 12/06/2019 10:56:24 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0014 iteration 00000600 = 0.06559760123491287
INFO  | 12/06/2019 10:56:29 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0014 iteration 00000610 = 0.06364920735359192
INFO  | 12/06/2019 10:56:34 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0014 iteration 00000620 = 0.08840971440076828
INFO  | 12/06/2019 10:56:39 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0014 iteration 00000630 = 0.09114930778741837
INFO  | 12/06/2019 10:56:44 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0014 iteration 00000640 = 0.09392503648996353
INFO  | 12/06/2019 10:56:51 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0015 iteration 00000650 = 0.07806242257356644
INFO  | 12/06/2019 10:56:56 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0015 iteration 00000660 = 0.08554434031248093
INFO  | 12/06/2019 10:57:01 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0015 iteration 00000670 = 0.08179549127817154
INFO  | 12/06/2019 10:57:06 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0015 iteration 00000680 = 0.09710584580898285
INFO  | 12/06/2019 10:57:11 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0015 iteration 00000690 = 0.10396761447191238
INFO  | 12/06/2019 10:57:17 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0016 iteration 00000700 = 0.08775030821561813
INFO  | 12/06/2019 10:57:22 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0016 iteration 00000710 = 0.09597071260213852
INFO  | 12/06/2019 10:57:27 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0016 iteration 00000720 = 0.06754297018051147
INFO  | 12/06/2019 10:57:32 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0016 iteration 00000730 = 0.10464106500148773
INFO  | 12/06/2019 10:57:38 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0017 iteration 00000740 = 0.09583355486392975
INFO  | 12/06/2019 10:57:43 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0017 iteration 00000750 = 0.08005281537771225
INFO  | 12/06/2019 10:57:49 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0017 iteration 00000760 = 0.06566900759935379
INFO  | 12/06/2019 10:57:54 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0017 iteration 00000770 = 0.08917810767889023
INFO  | 12/06/2019 10:57:59 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0017 iteration 00000780 = 0.09159499406814575
INFO  | 12/06/2019 10:58:05 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0018 iteration 00000790 = 0.08290078490972519
INFO  | 12/06/2019 10:58:10 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0018 iteration 00000800 = 0.07845994085073471
INFO  | 12/06/2019 10:58:15 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0018 iteration 00000810 = 0.07456058263778687
INFO  | 12/06/2019 10:58:20 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0018 iteration 00000820 = 0.07449332624673843
INFO  | 12/06/2019 10:58:27 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0019 iteration 00000830 = 0.08752371370792389
INFO  | 12/06/2019 10:58:32 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0019 iteration 00000840 = 0.08080461621284485
INFO  | 12/06/2019 10:58:38 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0019 iteration 00000850 = 0.0699198767542839
INFO  | 12/06/2019 10:58:42 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0019 iteration 00000860 = 0.09426074475049973
INFO  | 12/06/2019 10:58:47 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0019 iteration 00000870 = 0.09009794890880585
INFO  | 12/06/2019 10:58:54 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0020 iteration 00000880 = 0.055802151560783386
INFO  | 12/06/2019 10:58:59 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0020 iteration 00000890 = 0.06619265675544739
INFO  | 12/06/2019 10:59:04 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0020 iteration 00000900 = 0.08158713579177856
INFO  | 12/06/2019 10:59:09 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0020 iteration 00000910 = 0.06934364140033722
INFO  | 12/06/2019 10:59:14 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0020 iteration 00000920 = 0.07349555939435959
INFO  | 12/06/2019 10:59:21 PM | File gran_runner.py       | Line 265   | NLL Loss @ epoch 0021 iteration 00000930 = 0.05409369617700577
